TAH6	TAD7	TAE0H7	TAH10	TAH8	TAE0BS2	TAE0BS5	TAE0D4	TAD8	TAH5	TAH1	TABS3	TAE0BS1	TABS4	TAH4	TAE0D9	TAH2	TAD5	TAD3	TAE0H6	TAH7	TAD6	TAE0D7	TAE0H10	TAE0H8	TAE0D5	TAE0D1	TAH3	TABS5	TAD9	TAD2	TAE0H9	TAH9	TAE0BS4	TAE0BS3	TABS2	TAD10	TAD1	TAD4	TABS1
OTU_297	0	0	0	0	0	0	43	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	58
OTU_693	1	0	2	0	2	0	5	0	0	0	0	17	3	3	0	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	9	1	0	0	0	2
OTU_337	0	0	3	0	0	0	53	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	2	0	0	0	1	0	0	1	0	2	17
OTU_524	0	0	2	2	0	3	5	3	0	0	0	2	0	9	0	0	0	0	0	0	1	0	0	2	0	8	0	0	3	1	1	0	0	9	7	4	1	0	2	1
OTU_380	0	0	0	0	0	7	11	0	0	0	0	25	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	37	6	0	0	0	1
OTU_1123	0	0	0	0	0	0	6	0	0	0	0	1	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	6	3	3	0	0	1	2
OTU_828	0	0	0	0	0	3	8	0	0	0	1	7	0	20	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	26	9	3	0	0	1	0
OTU_684	0	0	0	0	0	0	3	0	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	31	0	0	0	0	15
OTU_601	5	1	0	0	0	1	0	0	0	0	0	0	9	0	10	0	0	0	0	21	0	0	2	0	1	0	0	0	0	0	12	7	0	0	0	0	0	0	0	13
OTU_940	0	0	1	0	0	1	1	0	0	0	0	3	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	5
OTU_581	23	0	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	67	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
OTU_1214	0	0	0	1	1	3	0	0	0	0	0	11	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0
OTU_632	0	0	0	5	0	3	4	0	0	0	20	0	13	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	7
OTU_762	0	0	0	0	1	3	3	0	0	0	0	5	1	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	15	6	3	0	0	0	0
OTU_784	0	1	0	2	1	4	1	2	0	0	0	5	3	1	0	1	2	0	0	1	0	0	1	5	1	0	1	0	2	0	1	0	0	1	1	0	0	0	2	2
OTU_573	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
OTU_610	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_822	0	0	2	0	1	1	0	0	0	0	0	4	4	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	1
OTU_686	0	0	1	1	0	0	4	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0	3	1	0	2	8	0	4	1	1	0	0	5	4	3	0	2	0	2
OTU_755	0	0	0	1	0	1	0	0	4	0	4	0	1	3	0	0	0	0	0	0	1	5	0	3	0	0	1	0	0	0	2	0	0	1	0	1	0	3	1	0
OTU_1205	0	0	1	0	3	0	1	0	0	0	0	2	0	0	14	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0
OTU_533	0	0	0	0	2	3	1	0	0	0	0	14	1	6	0	0	0	0	0	0	0	0	0	0	4	0	0	3	3	0	0	0	0	2	27	5	2	0	0	0
OTU_400	0	0	0	0	0	46	0	0	1	0	9	0	1	2	0	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	39	0	0	0	0
OTU_657	0	0	0	0	0	9	0	0	0	0	2	13	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	8	0	0	0	21
OTU_838	0	0	0	0	0	1	14	0	0	0	0	0	2	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	7	0	0	5	2	0	0	0	0	1
OTU_1202	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	2	0	0	0	0
OTU_534	2	0	0	4	0	7	12	1	0	0	0	1	2	8	0	0	0	0	4	5	0	0	0	2	0	0	0	0	2	0	0	2	0	11	6	5	7	0	1	5
OTU_1060	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	2
OTU_941	0	0	0	0	0	1	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	1
OTU_832	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	0	0
OTU_322	0	0	0	0	0	10	16	0	1	0	0	12	17	11	0	0	0	0	0	0	0	0	0	5	0	0	3	0	9	0	1	0	0	7	6	12	0	0	0	31
OTU_760	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
OTU_929	0	0	0	2	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12
OTU_910	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	27	0	0	0	0
OTU_769	2	0	0	2	0	4	3	0	0	0	3	3	4	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	11	6	1	0	0	0	0
OTU_319	0	0	0	0	0	16	11	0	0	0	0	11	18	19	0	0	2	0	0	1	0	0	0	2	0	0	0	0	9	0	0	0	0	30	19	9	0	1	1	17
OTU_922	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	1	0	0	0	9
OTU_886	0	1	2	0	0	0	0	2	0	0	26	0	1	0	0	0	1	0	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	2	2
OTU_954	0	0	0	0	0	3	11	0	0	0	0	16	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	12	2	0	0	0	2
OTU_934	3	0	1	0	0	2	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	11	0	0	0	0	5
OTU_517	0	0	5	0	0	2	0	0	1	0	0	0	0	45	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	68	0	1	0	0	0	0
OTU_967	0	0	0	5	2	6	0	0	0	0	0	2	0	1	3	0	0	0	0	2	0	0	0	3	2	0	0	2	0	0	0	10	6	1	5	1	0	0	0	0
OTU_877	0	0	0	0	1	16	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
OTU_947	0	0	0	5	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	10	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_1020	0	0	0	0	0	1	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
OTU_992	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0
OTU_746	0	0	0	0	0	0	0	3	0	0	0	0	10	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12
OTU_963	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	2
OTU_1204	0	0	0	0	0	1	5	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	4	0	0	0	0	0
OTU_767	0	0	0	0	0	9	5	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	12	0	0	0	0
OTU_559	0	0	0	0	0	1	1	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	34
OTU_461	0	0	0	1	0	0	0	0	0	83	0	0	1	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
OTU_1086	0	1	0	0	0	2	1	0	0	0	1	2	3	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	1	3	0	0	0	0	0	3	0	0	0	5
OTU_1135	0	0	0	0	0	2	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0
OTU_782	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7
OTU_331	0	1	0	0	0	0	4	0	0	9	0	42	0	3	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	1	0	26	26	0	61	0	0	0	0	2
OTU_874	1	0	0	0	0	2	1	0	0	0	0	4	6	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	8
OTU_471	0	0	1	15	0	7	0	0	0	0	16	1	11	3	0	1	1	1	0	0	4	0	0	25	0	0	0	0	0	0	0	0	0	6	6	1	2	0	0	8
OTU_766	0	0	0	0	0	9	6	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	7	0	0	0	4
OTU_930	0	0	0	0	0	3	4	0	0	0	0	10	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	2
OTU_1026	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	5	0	0	0	0
OTU_545	3	0	0	5	0	2	23	0	0	7	0	0	1	1	0	5	0	0	0	9	0	0	0	2	0	0	0	0	9	0	0	0	1	1	0	5	0	0	0	1
OTU_625	1	0	2	16	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	26	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
OTU_965	0	0	0	0	0	0	2	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	7	0	0	0	0	0
OTU_721	0	0	0	0	0	2	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	6	1	0	0	0	1
OTU_1072	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_976	0	0	0	0	0	0	0	0	0	4	4	0	1	5	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_993	0	0	0	0	0	0	16	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	3	2
OTU_615	0	2	0	3	0	4	5	0	0	0	0	9	0	1	0	0	0	2	1	0	0	0	1	5	0	0	0	0	1	0	1	0	0	3	16	0	1	0	0	1
OTU_855	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	3
OTU_1069	0	0	0	0	0	2	1	0	0	0	0	7	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	11	0	0	0	0	0
OTU_1034	0	0	0	0	0	0	1	0	0	0	0	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
OTU_442	0	0	0	0	0	3	42	0	0	0	0	9	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3	19	3	0	0	0	5
OTU_464	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	95	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_616	0	0	0	1	2	3	0	0	0	0	0	3	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	4	0	0	0	10
OTU_821	0	0	0	0	0	0	6	0	0	0	0	6	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	8	2	0	0	0	10
OTU_670	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
OTU_703	0	0	0	0	0	0	14	0	0	0	0	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	3	1	0	0	0	0	1
OTU_1207	0	0	0	0	6	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	2	0	0	0	0	6
OTU_911	7	0	0	1	0	0	3	1	0	0	0	0	1	0	0	2	1	0	0	18	0	0	1	3	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	3
OTU_507	0	0	0	0	0	2	12	0	0	0	0	21	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	14	3	0	0	0	1
OTU_343	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
OTU_1140	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	2	0	0	0	0	0
OTU_770	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
OTU_842	0	0	4	0	0	0	7	0	0	0	1	0	0	5	0	0	3	0	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	1	3	2	0	0	2	1
OTU_946	0	0	0	0	0	3	7	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	5	0	0	0	0	0
OTU_569	0	0	0	0	0	7	14	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	18	7	0	0	0	2
OTU_825	0	0	0	0	0	2	2	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	1	5	1	0	0	3	2
OTU_680	0	0	0	1	0	2	12	0	0	0	0	1	1	1	0	0	5	0	0	0	0	0	0	2	0	0	1	0	6	0	1	0	0	0	7	5	0	0	0	1
OTU_482	0	0	0	0	0	3	7	0	0	0	0	9	27	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	29	9	4	0	0	0	23
OTU_1126	0	1	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	4	1
OTU_843	0	0	0	0	0	0	1	0	0	0	0	5	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	9	6	0	0	0	0	2
OTU_577	0	0	0	0	0	24	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2	1
OTU_1018	0	0	4	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
OTU_1027	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	6
OTU_1131	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	1	0	0	0	0	0	2
OTU_330	0	0	2	4	1	5	8	0	0	3	1	6	27	2	0	0	2	1	0	1	2	0	0	1	4	7	17	0	12	0	0	8	3	1	1	5	1	5	4	18
OTU_792	0	0	0	0	0	0	27	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	6
OTU_961	0	1	0	3	0	0	0	7	0	0	8	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	8	0	0	1	1	0	0	1	0	0	5	2	1	0
OTU_904	0	0	0	1	0	0	11	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	4	1	0	0	0	0	2
OTU_857	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0
OTU_912	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	1
OTU_757	0	0	0	0	0	0	2	0	3	0	1	1	1	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0
OTU_526	0	0	0	0	0	3	11	0	0	0	0	25	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	23	1	0	0	0	1
OTU_1003	0	0	0	0	0	0	0	0	0	0	6	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	2
OTU_932	0	2	0	0	0	2	6	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	10	2	0	0	0	0
OTU_1170	0	0	0	0	0	1	4	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	3	0	0	0	0	0
OTU_1028	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
OTU_919	0	0	1	0	11	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_626	0	0	0	0	0	5	7	0	0	3	0	3	0	2	1	0	0	0	0	2	0	0	0	1	1	0	0	0	11	0	0	4	0	2	7	2	0	0	0	0
OTU_948	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	13	2	0	0	0	5
OTU_918	0	0	0	1	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0
OTU_1176	0	0	0	0	0	1	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
OTU_1155	0	0	0	4	0	0	5	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
OTU_885	0	0	0	2	0	4	5	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	6	2	0	0	0	0
OTU_1222	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU_1075	0	0	0	0	0	0	4	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	5	0	0	0	0	0
OTU_907	0	0	0	0	0	1	5	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	4	0	0	0	0	4
OTU_708	0	0	0	1	4	1	0	0	0	5	3	1	1	0	1	0	1	0	0	7	0	0	0	1	3	0	0	0	0	0	0	14	5	0	5	3	0	0	0	0
OTU_611	0	0	0	1	0	11	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	40	4	0	0	0	0
OTU_711	6	0	0	4	8	1	1	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	1	7	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1
OTU_1171	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	3	0	4
OTU_732	0	0	2	0	0	0	2	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	10
OTU_854	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1173	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	3
OTU_923	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU_634	0	0	0	0	0	1	11	0	0	0	0	11	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	6	1	0	0	0	1
OTU_1070	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_998	0	0	0	0	0	2	4	0	0	0	0	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	4	0	0	0	0	10
OTU_1139	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
OTU_1035	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
OTU_1054	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	6
OTU_1152	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	3	0	0	0	3
OTU_806	0	0	0	0	0	0	3	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	6	5	0	0	0	0
OTU_672	0	0	0	1	0	0	2	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	17	4	0	0	0	0	6
OTU_677	0	7	0	0	0	0	0	0	2	6	0	0	5	0	0	0	0	0	0	0	0	1	9	0	0	0	0	3	0	1	12	0	2	0	0	0	0	2	0	1
OTU_1196	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1
OTU_698	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OTU_894	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OTU_333	0	0	8	18	0	0	7	0	0	0	14	10	0	2	0	0	18	0	0	0	4	0	0	34	0	3	0	0	13	0	0	0	0	8	24	0	0	0	0	2
OTU_758	0	0	0	0	2	6	1	0	0	0	8	3	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	7	4	0	0	0	11
OTU_1185	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	7	2	0	0	0	0
OTU_1169	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0
OTU_1081	0	0	0	0	0	0	5	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	5
OTU_835	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	1	0	0	0	0	2
OTU_778	0	0	0	0	0	0	2	7	0	0	0	0	1	0	0	4	0	0	14	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0
OTU_654	5	0	0	0	21	0	1	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_884	0	0	0	0	0	3	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	6	4	0	0	0	2
OTU_689	0	0	5	0	2	0	6	0	0	0	0	5	7	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	1	3	0	0	0	0	3
OTU_479	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
OTU_588	0	0	0	1	0	0	22	0	2	0	0	0	0	4	2	0	1	0	2	0	0	0	0	6	1	0	0	2	15	0	0	0	0	5	0	1	0	0	0	0
OTU_815	0	0	0	0	0	2	8	0	0	0	0	2	13	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	2	0	1	0	0	0	9
OTU_614	0	0	0	0	0	3	3	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	19	2	0	0	0	9
OTU_509	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	90	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1189	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	1
OTU_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	20	0	0	0
OTU_454	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	1	0	0	0	19	0	0	0	0	0	0	41	38	2	0	0	0	0	0	1
OTU_924	0	0	0	0	0	0	0	0	0	0	0	7	6	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	2
OTU_600	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
